pais,seniority,salario_usd,ingles_avanzado,modalidad,industria,anios_exp,satisfaccion,skill_python,skill_sql,skill_power_bi,skill_tableau,skill_excel,skill_r,skill_dbt_airflow,skill_cloud_aws_gcp_azure,skill_inteligencia_artificial
Argentina,Semi-Senior,2550,False,Remoto 100%,E-commerce,3.0,4.1,1,1,0,1,1,0,0,0,0
Argentina,Semi-Senior,1650,False,Remoto 100%,Salud,5.4,3.4,1,1,0,1,1,1,0,0,0
EEUU,Senior,15500,True,Remoto 100%,Consulting,10.0,4.4,1,1,0,0,1,1,0,1,1
EEUU,Senior,10350,True,Remoto 100%,Healthcare,6.1,3.8,1,0,0,1,1,0,1,1,1
Argentina,Junior,1300,True,Remoto 100%,Retail,0.9,3.5,1,1,1,0,1,0,0,0,0
Argentina,Junior,1200,False,Híbrido,Tecnología/SaaS,1.9,3.5,0,0,1,0,1,0,0,1,0
Argentina,Senior,3750,False,Híbrido,Gobierno,14.1,3.4,1,1,1,1,1,0,1,0,1
EEUU,Junior,6500,True,Híbrido,Tech/SaaS,0.6,4.0,0,1,0,0,1,0,0,1,1
EEUU,Semi-Senior,9000,True,Remoto 100%,Finance,4.6,3.3,1,1,0,1,1,0,1,1,0
EEUU,Senior,14900,True,Híbrido,Consulting,13.5,4.2,1,1,0,0,1,0,0,1,1
EEUU,Junior,6000,True,Híbrido,Fintech,1.7,3.5,0,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,9100,True,Remoto 100%,Healthcare,4.3,3.4,1,1,0,1,1,1,0,1,1
EEUU,Senior,14150,True,Remoto 100%,Consulting,12.3,4.2,1,1,0,1,1,1,1,0,1
EEUU,Semi-Senior,8150,True,Presencial,E-commerce,3.2,4.5,1,1,1,1,0,1,0,0,1
Argentina,Junior,850,False,Remoto 100%,E-commerce,2.1,4.8,1,1,0,0,1,0,0,0,0
Argentina,Semi-Senior,3300,True,Presencial,Banca,4.1,3.1,1,1,0,0,1,1,0,0,0
EEUU,Senior,12650,True,Remoto 100%,Consulting,10.4,3.4,1,1,0,0,0,1,1,0,1
Argentina,Semi-Senior,1600,True,Híbrido,Gobierno,2.9,4.1,1,1,1,0,1,0,0,0,1
Argentina,Senior,5750,True,Híbrido,E-commerce,12.4,4.2,1,1,1,1,1,1,1,1,1
EEUU,Semi-Senior,8600,True,Remoto 100%,Media,3.8,3.3,1,1,0,1,1,0,0,1,1
Argentina,Junior,1400,False,Híbrido,Banca,0.9,3.2,1,1,1,1,1,1,0,0,1
EEUU,Junior,5050,True,Presencial,E-commerce,1.6,3.2,1,1,1,1,1,0,0,0,1
EEUU,Junior,5650,True,Remoto 100%,Government,2.2,3.9,1,1,1,0,1,0,0,1,0
EEUU,Senior,14150,True,Remoto 100%,Manufacturing,9.9,4.9,1,0,1,1,0,1,1,1,1
Argentina,Senior,2050,False,Remoto 100%,Gobierno,7.6,3.3,1,1,1,1,1,1,1,1,1
EEUU,Semi-Senior,9200,True,Remoto 100%,E-commerce,5.7,5.0,1,0,1,1,1,1,0,0,0
EEUU,Semi-Senior,7900,True,Remoto 100%,Fintech,3.8,4.8,1,1,0,0,1,1,0,0,1
Argentina,Junior,1350,True,Híbrido,Consultoría,1.6,2.6,0,0,1,0,1,0,0,1,0
Argentina,Semi-Senior,3300,True,Remoto 100%,Telecomunicaciones,4.7,4.0,1,1,1,1,1,0,0,0,1
EEUU,Senior,13150,True,Presencial,Fintech,12.8,4.2,1,1,0,0,1,1,1,1,1
EEUU,Senior,13850,True,Remoto 100%,E-commerce,11.8,5.0,1,1,0,1,0,0,1,1,0
Argentina,Junior,850,False,Presencial,Telecomunicaciones,0.7,2.2,1,1,0,1,1,0,0,0,0
EEUU,Senior,13800,True,Híbrido,Healthcare,12.4,4.4,0,1,0,1,1,0,1,1,1
Argentina,Semi-Senior,2400,True,Híbrido,Consultoría,4.1,4.3,1,1,1,0,1,1,0,0,0
Argentina,Junior,1200,True,Remoto 100%,Gobierno,2.4,4.2,0,1,0,1,1,0,0,0,0
EEUU,Junior,6900,True,Híbrido,Finance,0.9,3.8,1,0,0,0,1,0,0,0,1
EEUU,Semi-Senior,10350,True,Remoto 100%,Consulting,4.7,2.7,1,1,1,1,0,1,0,1,1
Argentina,Junior,1350,True,Híbrido,Tecnología/SaaS,2.0,2.9,0,1,1,1,1,0,0,0,0
EEUU,Semi-Senior,8200,True,Remoto 100%,E-commerce,4.2,3.9,0,1,0,1,1,0,0,0,1
EEUU,Semi-Senior,10950,True,Presencial,Fintech,4.7,3.4,1,1,1,1,0,1,1,1,1
Argentina,Semi-Senior,2550,True,Híbrido,Fintech,2.7,3.7,1,1,1,0,1,0,0,0,1
Argentina,Junior,1150,False,Remoto 100%,Salud,2.5,3.7,0,1,1,1,1,0,0,0,1
EEUU,Semi-Senior,9150,True,Remoto 100%,Finance,4.4,4.3,1,1,0,0,1,0,0,1,1
Argentina,Semi-Senior,1900,True,Remoto 100%,Consultoría,4.3,3.0,1,1,1,0,1,1,1,1,0
EEUU,Junior,4950,True,Híbrido,Tech/SaaS,0.2,3.7,1,1,0,0,1,1,0,0,1
Argentina,Junior,1350,True,Híbrido,Telecomunicaciones,1.8,3.8,1,1,1,1,1,0,0,0,1
EEUU,Junior,4800,True,Híbrido,Manufacturing,2.3,3.8,1,1,0,0,0,0,1,0,0
Argentina,Junior,900,False,Remoto 100%,Telecomunicaciones,2.3,3.7,1,1,1,0,1,0,0,1,1
Argentina,Junior,1050,True,Presencial,Consultoría,0.1,3.4,1,1,0,1,1,0,0,0,0
Argentina,Senior,2950,False,Híbrido,Salud,11.7,3.7,1,1,1,0,1,1,1,1,1
EEUU,Semi-Senior,9150,True,Remoto 100%,Fintech,2.5,2.9,1,1,1,1,1,1,0,0,1
Argentina,Senior,5050,True,Remoto 100%,Retail,12.5,3.7,1,1,1,0,1,0,1,1,1
EEUU,Semi-Senior,9650,True,Remoto 100%,Healthcare,4.0,3.8,1,1,1,0,1,0,1,1,1
EEUU,Junior,6000,False,Presencial,Finance,2.4,2.4,1,1,0,0,1,0,0,1,0
EEUU,Semi-Senior,8550,True,Remoto 100%,Media,5.2,4.0,1,1,1,0,0,0,0,1,1
Argentina,Senior,4050,False,Híbrido,E-commerce,14.3,3.3,1,1,1,0,1,1,1,1,0
Argentina,Junior,1100,False,Remoto 100%,Banca,1.9,3.8,1,1,1,1,0,0,0,1,1
Argentina,Semi-Senior,2450,False,Remoto 100%,Telecomunicaciones,3.1,3.8,1,1,1,0,1,1,0,1,0
EEUU,Semi-Senior,7650,True,Remoto 100%,E-commerce,5.0,4.9,1,1,1,0,1,0,1,1,1
Argentina,Semi-Senior,1500,False,Remoto 100%,E-commerce,4.1,3.9,0,1,0,1,1,0,0,0,0
Argentina,Senior,3900,True,Híbrido,Telecomunicaciones,8.9,3.8,1,1,1,1,0,0,0,1,1
Argentina,Senior,4500,False,Híbrido,Consultoría,11.3,4.6,1,1,1,1,1,0,0,0,1
EEUU,Senior,13500,True,Remoto 100%,Manufacturing,14.5,3.5,1,1,1,0,1,1,1,1,0
Argentina,Semi-Senior,3250,True,Remoto 100%,E-commerce,3.2,2.9,0,1,1,1,1,0,0,0,1
EEUU,Senior,11550,True,Remoto 100%,Tech/SaaS,12.7,3.9,1,1,1,1,1,0,1,1,1
Argentina,Junior,1000,True,Híbrido,Tecnología/SaaS,2.3,3.9,1,1,0,1,1,0,0,0,0
EEUU,Junior,5450,True,Remoto 100%,Tech/SaaS,1.4,3.2,1,1,1,0,1,0,0,1,1
Argentina,Junior,950,False,Presencial,Gobierno,2.4,3.8,1,1,0,1,1,0,0,0,1
EEUU,Semi-Senior,9100,True,Remoto 100%,Media,2.9,4.2,1,1,1,0,1,0,1,1,1
Argentina,Junior,950,False,Remoto 100%,Banca,0.5,4.2,1,0,1,0,1,0,0,0,0
Argentina,Semi-Senior,1850,True,Remoto 100%,Manufactura,4.0,3.6,1,1,1,1,1,0,1,0,0
EEUU,Semi-Senior,8500,True,Presencial,Healthcare,4.7,3.3,1,1,0,0,1,0,1,1,1
Argentina,Junior,1050,False,Remoto 100%,Salud,1.8,3.0,1,1,1,0,1,0,0,0,1
Argentina,Semi-Senior,2650,True,Remoto 100%,Gobierno,3.8,2.5,1,1,1,1,1,1,0,0,0
EEUU,Semi-Senior,9900,True,Híbrido,Tech/SaaS,5.7,4.2,1,1,1,0,1,0,1,1,1
Argentina,Junior,1100,False,Presencial,Telecomunicaciones,2.0,2.9,1,1,1,0,1,0,0,0,1
Argentina,Junior,1200,True,Presencial,Retail,0.5,2.9,0,0,1,1,1,0,0,1,0
EEUU,Senior,17400,True,Remoto 100%,Fintech,14.6,3.8,1,1,0,0,1,0,1,1,1
Argentina,Senior,3400,True,Remoto 100%,Fintech,12.2,4.6,1,1,1,0,1,0,0,0,1
EEUU,Junior,6400,True,Remoto 100%,Fintech,0.3,3.9,1,1,0,1,0,1,1,0,1
Argentina,Senior,3650,True,Híbrido,Salud,6.2,4.0,1,1,1,1,1,1,0,0,1
Argentina,Senior,5050,True,Remoto 100%,Consultoría,7.7,4.5,1,1,0,0,1,1,1,0,1
EEUU,Semi-Senior,8000,True,Híbrido,Government,4.4,5.0,1,1,0,0,0,0,1,0,1
EEUU,Semi-Senior,9100,True,Remoto 100%,Media,3.1,4.4,1,1,0,1,1,1,0,0,1
EEUU,Semi-Senior,8750,True,Remoto 100%,Media,2.6,2.5,1,1,1,0,0,0,0,0,1
Argentina,Semi-Senior,2350,True,Remoto 100%,Retail,5.6,3.0,1,0,1,1,1,0,0,0,1
Argentina,Junior,850,False,Remoto 100%,Fintech,2.3,3.5,0,1,1,0,0,1,0,0,1
Argentina,Senior,4750,True,Remoto 100%,Banca,11.9,2.3,1,1,0,0,1,1,0,0,1
Argentina,Semi-Senior,2750,True,Presencial,Telecomunicaciones,2.5,3.9,1,1,1,1,1,0,1,0,1
EEUU,Semi-Senior,9800,True,Remoto 100%,Government,3.8,3.5,1,1,1,0,1,1,0,0,1
Argentina,Senior,3750,False,Híbrido,Consultoría,14.7,2.1,1,1,1,0,0,0,0,1,1
Argentina,Junior,1200,False,Remoto 100%,Retail,1.8,2.4,0,1,0,1,1,0,0,0,0
EEUU,Semi-Senior,8150,True,Remoto 100%,E-commerce,2.5,3.3,1,1,1,0,0,0,0,0,1
Argentina,Junior,850,True,Remoto 100%,Tecnología/SaaS,2.2,2.4,0,1,1,0,1,0,0,1,0
Argentina,Semi-Senior,2100,False,Presencial,Tecnología/SaaS,4.4,3.1,0,1,1,0,1,0,1,0,1
Argentina,Semi-Senior,2500,False,Híbrido,Consultoría,3.8,3.1,1,1,1,1,0,0,0,0,1
EEUU,Junior,5450,True,Remoto 100%,Media,2.2,4.2,1,1,0,0,1,0,1,1,1
Argentina,Junior,950,False,Remoto 100%,Fintech,1.5,3.3,0,1,1,0,1,0,0,0,0
Argentina,Semi-Senior,2550,True,Remoto 100%,Gobierno,3.4,2.7,1,1,1,1,0,1,0,0,0
EEUU,Junior,7000,True,Remoto 100%,Consulting,1.5,3.7,1,1,0,0,1,0,0,0,1
Argentina,Junior,1400,True,Remoto 100%,Manufactura,0.5,3.3,0,1,0,1,1,0,0,0,0
EEUU,Senior,13000,True,Híbrido,Finance,13.4,3.3,1,1,1,0,1,1,1,1,1
EEUU,Semi-Senior,8250,True,Remoto 100%,Retail,4.2,3.0,1,1,0,0,1,1,0,0,1
Argentina,Junior,750,False,Híbrido,Fintech,1.6,3.1,0,1,1,0,0,0,0,0,1
EEUU,Semi-Senior,9900,True,Remoto 100%,Retail,5.4,3.0,1,1,0,1,0,1,0,1,1
Argentina,Semi-Senior,1900,False,Remoto 100%,Gobierno,5.8,3.4,1,1,1,1,1,0,1,0,1
EEUU,Senior,14100,True,Híbrido,Government,14.6,4.3,1,1,1,1,1,0,0,1,1
Argentina,Senior,2550,False,Híbrido,Tecnología/SaaS,11.9,3.7,1,1,1,1,1,1,0,0,1
EEUU,Semi-Senior,9400,True,Remoto 100%,Fintech,2.9,4.0,1,1,1,1,1,0,0,0,1
EEUU,Semi-Senior,8700,True,Híbrido,Manufacturing,5.7,2.8,1,1,0,1,1,0,0,1,1
EEUU,Senior,10550,True,Híbrido,Finance,9.5,4.0,1,1,1,0,0,1,1,1,1
Argentina,Senior,3600,False,Presencial,Retail,10.8,3.5,1,1,1,1,1,0,0,1,1
EEUU,Semi-Senior,7900,True,Remoto 100%,Manufacturing,5.9,4.4,1,1,1,1,0,0,0,1,1
EEUU,Semi-Senior,8350,True,Híbrido,Fintech,4.0,3.0,1,1,0,0,1,0,1,1,0
EEUU,Senior,12900,True,Remoto 100%,Fintech,7.4,3.7,1,1,0,1,0,0,1,1,0
EEUU,Semi-Senior,9150,True,Presencial,Healthcare,2.5,3.6,1,1,1,1,0,0,0,0,0
EEUU,Semi-Senior,9200,False,Híbrido,Tech/SaaS,5.9,5.0,1,1,1,1,1,0,1,1,1
Argentina,Semi-Senior,2950,True,Presencial,Fintech,5.3,3.4,1,1,1,0,1,0,0,0,0
Argentina,Semi-Senior,2350,False,Remoto 100%,Salud,5.1,2.5,1,1,1,1,1,0,0,1,0
EEUU,Senior,14000,True,Remoto 100%,Government,11.7,4.0,1,1,1,0,1,1,1,0,1
Argentina,Semi-Senior,2000,False,Híbrido,Salud,5.4,3.8,1,1,1,0,1,0,1,0,1
EEUU,Semi-Senior,9850,True,Híbrido,E-commerce,3.8,3.6,1,1,0,1,1,0,1,1,1
EEUU,Senior,11450,True,Híbrido,Media,8.2,4.1,1,1,1,0,1,0,1,1,1
Argentina,Junior,750,False,Presencial,Fintech,1.1,3.4,0,1,1,0,1,0,1,0,1
Argentina,Junior,1200,True,Híbrido,Gobierno,2.2,2.8,1,1,0,1,1,0,0,0,1
EEUU,Junior,5100,True,Híbrido,Consulting,2.4,3.3,1,1,1,0,1,0,1,1,1
EEUU,Junior,5800,True,Remoto 100%,Retail,2.2,3.7,0,1,1,1,1,0,1,0,0
Argentina,Senior,5450,True,Remoto 100%,Consultoría,11.7,3.9,1,1,0,0,1,0,0,1,1
Argentina,Semi-Senior,2650,True,Híbrido,Salud,3.2,4.6,0,1,1,1,1,0,0,0,0
Argentina,Senior,6000,True,Remoto 100%,Gobierno,8.5,3.9,1,1,1,1,1,0,1,1,0
EEUU,Junior,5750,True,Presencial,Fintech,1.2,3.6,1,1,1,1,1,0,0,0,1
EEUU,Junior,6950,True,Remoto 100%,E-commerce,2.3,2.8,0,1,0,1,1,0,1,1,1
Argentina,Senior,4050,False,Remoto 100%,E-commerce,11.9,3.6,1,1,1,0,1,0,1,0,1
EEUU,Senior,13500,True,Remoto 100%,Government,11.0,5.0,1,1,1,1,0,1,0,1,1
EEUU,Senior,16350,True,Híbrido,Retail,9.5,5.0,1,1,0,1,1,1,0,0,1
Argentina,Senior,4900,False,Presencial,Banca,11.0,4.3,1,1,0,1,1,0,0,0,1
Argentina,Semi-Senior,2050,False,Híbrido,Retail,2.5,3.5,1,1,0,0,1,1,1,1,1
Argentina,Semi-Senior,2200,True,Híbrido,Fintech,4.7,5.0,1,1,1,0,1,0,0,0,0
Argentina,Junior,1350,True,Remoto 100%,Manufactura,1.8,3.6,1,1,1,1,1,0,0,0,0
Argentina,Junior,750,False,Presencial,Tecnología/SaaS,1.2,4.1,0,1,0,1,1,1,0,0,0
EEUU,Senior,13950,True,Híbrido,Consulting,6.4,3.8,1,1,1,1,1,0,0,1,0
EEUU,Junior,6850,True,Presencial,Retail,1.5,4.1,1,1,1,0,1,1,1,0,0
Argentina,Junior,1250,True,Remoto 100%,Tecnología/SaaS,0.6,3.0,0,1,1,0,1,0,0,0,0
EEUU,Semi-Senior,9650,True,Híbrido,Retail,2.6,3.6,1,1,1,1,1,1,0,1,0
Argentina,Senior,4600,True,Presencial,Gobierno,14.8,3.2,1,1,0,1,1,0,0,0,1
Argentina,Senior,3650,False,Híbrido,Gobierno,8.0,4.0,1,1,1,1,1,0,1,1,1
Argentina,Senior,4100,False,Remoto 100%,Tecnología/SaaS,13.9,4.1,0,1,1,1,1,0,0,1,0
EEUU,Junior,6150,True,Presencial,Media,0.3,2.1,1,1,0,1,0,0,0,1,0
Argentina,Semi-Senior,2700,True,Remoto 100%,Consultoría,4.0,3.7,1,1,1,1,1,0,0,1,1
EEUU,Senior,14650,True,Remoto 100%,Retail,10.8,4.3,1,1,0,1,1,0,0,1,1
Argentina,Semi-Senior,2150,True,Híbrido,Telecomunicaciones,5.6,3.8,1,1,0,1,1,0,1,1,0
Argentina,Senior,4350,True,Híbrido,Salud,11.2,2.7,1,1,1,1,1,1,0,1,1
Argentina,Junior,1300,False,Presencial,Consultoría,1.6,2.6,1,1,1,0,1,0,1,1,1
Argentina,Semi-Senior,2950,True,Presencial,Salud,5.3,4.2,1,1,1,0,1,0,0,1,1
Argentina,Junior,950,False,Híbrido,Fintech,1.8,3.3,1,0,1,0,1,0,0,0,0
Argentina,Semi-Senior,1850,False,Híbrido,Fintech,2.9,2.6,1,1,1,0,0,1,0,0,1
EEUU,Senior,16550,True,Remoto 100%,Media,7.2,3.9,1,1,0,1,0,0,1,1,1
Argentina,Semi-Senior,3050,True,Remoto 100%,Tecnología/SaaS,3.7,4.4,1,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,2700,True,Remoto 100%,Tecnología/SaaS,5.1,4.2,0,1,1,1,0,0,0,0,1
Argentina,Senior,4100,False,Híbrido,Tecnología/SaaS,12.8,2.3,1,1,1,0,1,1,0,1,1
Argentina,Semi-Senior,1700,False,Remoto 100%,Telecomunicaciones,4.4,4.2,0,1,1,0,1,0,0,0,1
EEUU,Semi-Senior,7350,True,Remoto 100%,Tech/SaaS,2.6,4.3,1,1,1,1,0,1,1,1,1
Argentina,Junior,1150,True,Híbrido,E-commerce,0.2,4.3,0,1,1,1,1,0,1,1,1
Argentina,Semi-Senior,2300,False,Remoto 100%,Banca,4.8,4.5,0,1,1,1,1,1,1,0,1
Argentina,Semi-Senior,3450,True,Presencial,E-commerce,4.8,4.1,1,1,1,1,1,0,1,0,0
EEUU,Junior,4250,True,Híbrido,Manufacturing,1.9,3.5,0,1,0,0,1,0,0,0,1
EEUU,Semi-Senior,7400,True,Híbrido,Government,6.0,3.5,0,1,1,0,1,1,0,1,1
Argentina,Junior,850,False,Presencial,Consultoría,1.2,4.2,0,1,1,1,1,0,0,0,0
EEUU,Semi-Senior,8750,True,Remoto 100%,Media,5.2,3.6,1,1,1,1,1,0,1,1,1
Argentina,Junior,900,False,Presencial,Retail,2.1,4.4,1,1,1,0,1,0,0,1,0
Argentina,Semi-Senior,1950,True,Remoto 100%,Tecnología/SaaS,3.5,2.9,1,1,1,1,1,0,0,1,1
Argentina,Senior,5300,True,Remoto 100%,Salud,13.1,3.4,1,1,1,1,1,0,0,0,1
EEUU,Senior,14200,True,Remoto 100%,Government,12.0,3.3,1,1,0,1,1,0,0,1,1
Argentina,Semi-Senior,3050,True,Presencial,Consultoría,2.9,4.8,0,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,2750,False,Híbrido,Manufactura,3.5,3.1,1,1,1,1,1,0,0,1,1
EEUU,Junior,6600,True,Híbrido,Tech/SaaS,0.6,3.5,1,1,1,1,1,1,0,1,1
EEUU,Semi-Senior,8600,True,Presencial,Media,2.9,4.2,1,1,0,1,1,0,0,0,0
Argentina,Senior,4150,True,Remoto 100%,Telecomunicaciones,8.8,3.8,1,1,1,1,0,0,0,0,1
Argentina,Semi-Senior,1400,True,Remoto 100%,Salud,4.7,4.1,1,0,1,1,1,0,1,0,1
Argentina,Semi-Senior,2150,False,Remoto 100%,Gobierno,4.6,2.3,1,1,0,1,1,0,0,0,1
Argentina,Junior,850,False,Presencial,Gobierno,0.8,3.1,0,1,1,1,1,0,1,0,0
EEUU,Junior,4950,True,Remoto 100%,Media,0.4,4.6,0,1,0,0,0,0,0,1,1
Argentina,Junior,1150,False,Presencial,Tecnología/SaaS,2.4,3.2,1,1,0,1,1,0,0,0,0
EEUU,Senior,12200,True,Remoto 100%,Healthcare,9.6,4.2,1,1,0,1,1,0,0,1,1
EEUU,Senior,11400,True,Híbrido,Government,12.4,3.4,1,1,1,0,1,1,1,1,1
Argentina,Senior,3750,True,Remoto 100%,Tecnología/SaaS,13.8,3.8,1,1,1,0,0,1,1,1,0
EEUU,Senior,13350,True,Híbrido,Fintech,12.9,4.3,1,1,0,1,0,1,1,0,1
EEUU,Semi-Senior,6900,True,Remoto 100%,Consulting,5.8,3.6,1,1,1,1,1,0,0,1,1
Argentina,Junior,1050,False,Híbrido,E-commerce,2.2,3.7,1,1,1,0,1,0,0,1,1
EEUU,Semi-Senior,7650,True,Remoto 100%,Government,5.9,4.0,1,1,0,1,0,1,1,1,1
Argentina,Semi-Senior,2000,False,Híbrido,Tecnología/SaaS,5.1,3.0,1,1,1,1,0,1,0,0,0
Argentina,Semi-Senior,2400,False,Remoto 100%,Fintech,5.5,3.2,0,1,0,0,1,0,0,0,0
Argentina,Senior,4100,True,Remoto 100%,E-commerce,9.9,3.7,1,1,1,0,1,0,0,0,1
Argentina,Semi-Senior,2800,True,Híbrido,Tecnología/SaaS,5.4,4.2,1,1,0,0,1,0,0,0,1
EEUU,Semi-Senior,7900,True,Híbrido,Consulting,3.2,3.3,1,1,1,1,0,1,0,0,1
Argentina,Senior,5100,False,Remoto 100%,Consultoría,6.6,3.0,1,1,1,1,1,0,0,0,1
Argentina,Senior,5300,True,Presencial,Fintech,7.1,4.6,1,1,1,1,1,0,0,1,1
EEUU,Junior,5050,True,Híbrido,Media,2.1,4.0,1,1,0,1,1,1,0,0,1
Argentina,Semi-Senior,2350,False,Remoto 100%,E-commerce,4.3,3.3,0,1,1,0,1,0,0,0,0
Argentina,Senior,6150,True,Híbrido,Telecomunicaciones,13.2,4.4,1,1,0,0,1,0,1,0,1
Argentina,Semi-Senior,1400,True,Remoto 100%,Banca,4.1,2.9,1,1,1,1,1,0,1,0,1
Argentina,Semi-Senior,2500,False,Híbrido,E-commerce,3.5,5.0,1,1,1,0,1,0,0,0,1
EEUU,Senior,14600,True,Remoto 100%,Media,14.6,4.3,1,1,1,1,0,1,1,1,1
EEUU,Semi-Senior,6750,True,Remoto 100%,Government,3.3,3.8,1,1,1,1,1,0,0,0,1
EEUU,Junior,6800,True,Remoto 100%,Retail,1.2,2.9,1,1,0,1,1,1,0,0,1
Argentina,Junior,850,False,Híbrido,E-commerce,0.5,3.5,1,1,1,0,1,0,1,0,1
Argentina,Semi-Senior,1600,False,Híbrido,Gobierno,2.7,4.0,1,1,0,0,0,0,1,1,1
Argentina,Junior,800,False,Remoto 100%,Manufactura,1.8,3.3,1,1,0,1,1,0,0,0,1
EEUU,Senior,15100,True,Remoto 100%,Healthcare,12.8,3.7,1,1,1,0,0,1,1,1,1
Argentina,Semi-Senior,2350,True,Remoto 100%,Gobierno,5.0,2.4,1,1,1,0,1,0,1,1,1
EEUU,Junior,5300,True,Híbrido,Healthcare,2.2,4.7,1,1,0,1,1,0,0,1,0
Argentina,Semi-Senior,3200,True,Híbrido,Salud,4.9,3.5,1,0,1,1,0,0,0,0,1
Argentina,Junior,900,True,Híbrido,E-commerce,1.2,2.5,1,1,0,1,0,0,0,0,0
Argentina,Semi-Senior,2350,False,Híbrido,Gobierno,3.7,3.2,1,1,0,0,1,1,0,1,0
Argentina,Junior,550,True,Híbrido,Retail,2.3,4.3,0,1,0,1,1,0,0,0,0
Argentina,Senior,5050,True,Remoto 100%,Banca,8.6,3.6,1,1,1,0,1,1,1,1,1
EEUU,Junior,6100,True,Híbrido,Manufacturing,1.2,3.8,1,1,0,1,1,0,0,0,1
EEUU,Semi-Senior,8700,True,Híbrido,Finance,4.5,3.4,1,1,0,1,1,0,1,1,1
Argentina,Semi-Senior,1550,True,Híbrido,Consultoría,4.2,3.1,1,0,1,1,1,0,0,0,1
Argentina,Semi-Senior,2850,True,Híbrido,Fintech,5.3,4.3,1,1,1,1,1,0,1,1,1
Argentina,Semi-Senior,1850,False,Presencial,Consultoría,3.8,4.8,0,1,1,1,1,0,0,0,0
Argentina,Semi-Senior,2600,True,Remoto 100%,Salud,4.2,3.7,1,1,1,1,1,1,0,1,0
Argentina,Senior,6050,True,Híbrido,Retail,10.9,3.7,1,1,0,1,1,1,0,1,0
EEUU,Semi-Senior,7950,True,Remoto 100%,E-commerce,5.7,3.1,1,1,1,1,1,1,0,1,1
EEUU,Semi-Senior,6800,True,Presencial,Consulting,4.4,4.4,1,1,1,1,1,1,1,1,1
Argentina,Senior,3500,False,Remoto 100%,E-commerce,9.8,4.5,1,1,1,1,1,1,0,0,1
Argentina,Semi-Senior,3150,True,Híbrido,E-commerce,5.9,3.8,1,0,1,1,1,0,0,0,0
Argentina,Junior,1100,True,Híbrido,Salud,0.3,2.9,1,1,1,0,1,0,1,0,0
EEUU,Semi-Senior,8400,True,Híbrido,Government,2.8,3.9,1,1,1,0,1,0,1,0,1
Argentina,Senior,4350,True,Híbrido,Banca,14.3,4.8,0,1,0,0,1,0,1,1,1
Argentina,Junior,1250,True,Remoto 100%,Fintech,1.8,2.9,1,1,1,0,1,0,0,1,0
Argentina,Semi-Senior,2050,False,Remoto 100%,Banca,2.6,4.4,1,1,1,1,1,0,0,0,1
Argentina,Semi-Senior,1850,False,Remoto 100%,Fintech,3.3,3.3,1,1,1,1,0,0,1,1,1
EEUU,Junior,7250,True,Híbrido,Government,1.7,5.0,1,1,1,1,1,0,0,0,0
EEUU,Junior,6400,False,Híbrido,Healthcare,2.3,4.1,0,1,1,0,0,0,0,0,1
Argentina,Senior,4000,True,Remoto 100%,Gobierno,14.7,4.3,1,1,1,0,1,1,0,1,0
EEUU,Junior,6450,True,Híbrido,Healthcare,1.6,3.0,1,1,1,1,1,1,0,1,1
Argentina,Senior,3550,False,Híbrido,Fintech,13.8,2.8,1,1,1,0,1,1,0,1,0
EEUU,Junior,5950,True,Remoto 100%,Fintech,0.3,5.0,1,1,0,0,1,1,1,1,0
Argentina,Junior,1150,False,Presencial,Retail,2.4,3.2,1,1,1,1,1,0,0,0,0
Argentina,Senior,5600,True,Remoto 100%,Manufactura,7.3,2.4,1,1,0,0,1,0,0,0,1
Argentina,Semi-Senior,2900,True,Híbrido,Fintech,4.7,2.6,0,1,1,1,0,1,0,0,1
EEUU,Semi-Senior,8350,True,Híbrido,Manufacturing,5.2,4.2,1,1,1,1,0,1,0,1,1
EEUU,Semi-Senior,8150,True,Híbrido,Finance,3.9,3.8,0,1,1,1,1,1,1,0,1
EEUU,Junior,5250,True,Remoto 100%,Consulting,0.7,3.4,0,1,0,1,1,0,1,0,0
EEUU,Semi-Senior,8300,True,Remoto 100%,Tech/SaaS,5.3,4.0,1,1,1,1,0,1,1,1,1
Argentina,Junior,1100,True,Presencial,Fintech,1.8,3.4,1,1,0,0,1,0,0,0,0
Argentina,Junior,1400,True,Híbrido,Salud,1.4,3.7,1,1,1,1,1,0,0,0,0
EEUU,Junior,5750,True,Remoto 100%,E-commerce,1.0,3.4,0,0,0,1,0,0,0,1,0
Argentina,Semi-Senior,2250,False,Híbrido,Consultoría,3.5,3.1,0,0,0,0,0,1,0,1,1
EEUU,Senior,16400,True,Híbrido,Finance,7.3,5.0,1,1,1,0,0,0,1,1,1
Argentina,Junior,1200,False,Híbrido,Retail,1.3,4.2,1,1,1,1,1,0,0,1,0
EEUU,Junior,6500,True,Remoto 100%,Manufacturing,1.3,3.5,0,1,1,1,1,1,0,0,1
EEUU,Senior,9800,True,Remoto 100%,Consulting,12.1,4.6,1,1,0,1,0,0,1,1,1
EEUU,Semi-Senior,7900,True,Híbrido,Media,5.2,3.9,1,0,1,0,0,0,1,1,0
Argentina,Junior,900,False,Híbrido,Consultoría,1.4,4.0,1,1,1,1,1,0,0,0,1
